COVID-19 Vaccinations in the United States
Date generated: Sat Mar 19 2022 12:01:42 GMT-0400 (Eastern Daylight Time)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 12+ who have received a booster dose,Percent of fully vaccinated people 12+ with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2821495,135466,N/A,2187069,105006,1930071,N/A,1083585,52,946294,N/A,859891,41.3,751962,N/A,1460515,1255180,105800,0,40291,1025315,1121292,171,390080,431641,38164,6,389732,324130,38094,6,N/A,52,N/A,N/A,39.7,719769,0,1083585,176828,0,138452,0,78128,56847,3476,1,385904,0,0,1038269,0,826582,0,389994,398443,38139,6,2108337,0,0,1083219,0,859736,0,390008,431582,38140,6,2186520,0,0,259120,30.1,259066,31.3,247741,32.9,67607,48.8,124668,132350,1983,119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,26424645,208531,268163,21929174,173055,19575875,198660,9651035,76.2,8487496,86.1,8604088,67.9,7573155,76.9,16094205,9169240,1161200,0,675715,7748222,13475845,29392,2792374,5181047,621531,9136,2784627,4160738,618888,8902,N/A,76.2,N/A,86.1,64.9,7198710,73.1,9651035,1965523,95,1788945,87.6,795925,905241,84005,3774,5052669,247288,1293280,9184208,84.7,8201005,75.7,2792257,4778146,621474,9128,21054884,194273,243819,9645380,80.9,8600814,72.1,2792276,5177930,621477,9131,21920225,183819,221592,4282870,49.8,4282162,52.2,4115778,54.3,1360943,76.1,1749039,2480059,52188,1584,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,12807880,190248,248011,9273971,137755,8508240,164753,4102265,60.9,3705051,71.7,3659074,54.4,3343269,64.7,7711580,4499000,597300,0,303398,3341032,5599337,30204,1245919,2124820,280023,8312,1245518,1809886,279715,8150,N/A,60.9,N/A,71.7,51.5,3152762,61,4102265,1002501,92.3,937454,86.3,458310,444275,30989,3880,2616472,240984,1179640,3961423,69.4,3562828,62.5,1245867,2028693,279994,8274,9038404,158428,224501,4101858,65,3658996,58,1245910,2124769,280006,8311,9273556,146876,202853,1632469,44.6,1629683,45.7,1580782,47.3,632160,67.4,637963,972312,20958,1236,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5798115,199021,261995,4482107,153849,4043267,182700,2151286,73.8,1924056,86.9,1766706,60.6,1580963,71.4,3323875,2218540,255700,0,137250,1702895,2637947,4015,630773,1009594,125606,733,630356,824512,125471,624,N/A,73.8,N/A,86.9,57.6,1493237,67.5,2151286,525826,95,426328,89.7,202934,204521,18596,277,1204084,253232,1219410,2070031,84.4,1704131,69.5,630739,947094,125585,713,4338745,176969,236494,2151109,78.9,1766683,64.8,630765,1009585,125601,732,4481911,164294,212542,738075,41.8,737950,43.3,712846,45.1,277730,65.1,320079,407253,10536,207,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,8516975,190636,245814,6370530,142592,5863959,169244,2931159,65.6,2670083,77.1,2538204,56.8,2318552,66.9,4622875,3514700,379400,0,234801,2616997,3516277,2455,971426,1355250,209751,1777,971028,1136272,209590,1662,N/A,65.6,N/A,77.1,53.6,2174163,62.7,2931159,723072,95,641608,85.5,293371,308617,38795,825,1757851,234204,1134740,2842757,74.7,2467701,64.8,971301,1284922,209718,1760,6210653,163173,223768,2930700,69.9,2538150,60.5,971413,1355233,209728,1776,6369353,151830,203024,1099511,43.3,1099379,44.6,1072244,46.2,432745,67.4,497112,579016,23196,187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,7987050,171809,224282,6116269,131567,5680208,159504,2813949,60.5,2576330,72.3,2463282,53,2278456,64,4405470,3260680,320900,0,197238,2500010,3415949,3072,955830,1327329,179034,1089,955262,1143307,178822,1065,N/A,60.5,N/A,72.3,50.2,2147260,60.3,2813949,674752,91.1,635187,85.7,302162,310406,22405,214,1720383,232164,1077840,2745835,70,2417061,61.6,955796,1281182,179002,1081,6002528,152996,203579,2813648,64.7,2463189,56.7,955815,1327274,179013,1087,6115865,140681,183723,947510,38.5,947302,39.2,931318,40.9,403993,63.6,420411,513905,13113,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,16353310,237262,295202,14383035,208677,12888446,232656,6682759,95,5924694,95,5376667,78,4753370,85.8,9542390,6199320,611600,0,401600,5617322,8363670,443,1888338,3107560,380566,203,1882939,2490962,379291,178,N/A,95,N/A,95,74.8,4533530,81.8,6682759,1386301,95,1096207,93.7,495751,526161,74221,74,3181320,272063,1398520,6373917,95,5125536,85.2,1888298,2856503,380536,199,13821313,229714,271797,6679031,95,5374769,82.2,1888329,3105678,380560,202,14377414,220002,250237,2692396,50.1,2692036,52.5,2575207,54.2,766466,69.9,1260919,1405105,26349,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,15198170,251389,322611,11617044,192154,10331274,219301,5159321,85.3,4528126,95,4502551,74.5,3954233,83.9,9421910,5174760,601500,0,362124,4196989,7040893,17038,1502462,2671703,324029,4357,1501767,2124881,323646,3939,N/A,85.3,N/A,95,71.6,3782370,80.3,5159321,996954,95,897442,93.5,428658,412570,55034,1180,2533884,264112,1584140,4915358,95,4296052,83.2,1502359,2465565,323858,4270,11165172,216258,294373,5158478,90.8,4502418,79.2,1502427,2671646,323991,4354,11616090,204374,267397,2226236,49.4,2225576,51.8,2126189,53.8,667924,74.4,935354,1255382,34758,742,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,3223850,239832,294316,2721460,202458,2485528,226912,1200579,89.3,1087878,95,1056996,78.6,955626,87.2,1803430,1268120,152300,0,143019,1106250,1468797,3394,380037,544942,131240,777,379955,443814,131159,698,N/A,89.3,N/A,95,72.7,876123,80,1200579,322590,95,280811,95,127898,128057,24590,266,800949,280774,1130130,1155432,95,1017071,85.8,380016,505064,131218,773,2635995,222459,272070,1200425,93.7,1056962,82.5,380030,544934,131221,777,2721292,212489,251731,574397,54.3,574324,56.5,554553,58,212666,75.7,264230,298916,10658,593,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,90480,116386,190368,57853,74418,50493,106236,30113,38.7,25560,53.8,24915,32,22285,46.9,21480,56400,12600,0,2730,47286,7835,2,19490,2726,2697,2,19453,143,2687,2,N/A,38.7,N/A,53.8,28.8,19768,41.6,30113,1454,39,1269,34,1149,2,118,0,3062,82047,2424440,28343,49.4,24235,42.2,19482,2057,2694,2,55391,96552,157716,30096,43.5,24905,36,19485,2722,2696,2,57827,83567,130755,5149,20.7,5149,21.2,5141,23.1,448,35.3,4878,249,22,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,20288710,203154,258688,15399383,154196,14114718,179968,6639175,66.5,6015023,76.7,5952818,59.6,5396275,68.8,11349990,8005320,933400,0,462530,6047109,8887599,2145,2158401,3374728,418581,1108,2157581,2819442,418246,1006,N/A,66.5,N/A,76.7,57.1,5149317,65.7,6639175,1692674,95,1540807,87.3,769746,699479,70980,602,4331372,245348,1149240,6404346,74.5,5748263,66.9,2158329,3170285,418550,1099,14956675,174016,236052,6638600,70.5,5952757,63.2,2158379,3374704,418567,1107,15398776,163462,215370,3165926,53.2,3165562,55.1,3072179,56.9,1164454,75.6,1413293,1705478,47032,123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,12081030,214217,278591,9976055,176892,8911461,205500,4206056,74.6,3694452,85.2,3867829,68.6,3400814,78.4,7300510,4279320,501200,0,355094,3613330,6003315,4316,1294106,2245091,327066,1566,1291738,1781055,326521,1500,N/A,74.6,N/A,85.2,65.8,3246185,74.9,4206056,938518,95,878175,95,369655,457621,50532,367,2501966,271840,1312610,3984438,83.4,3674039,76.9,1294048,2051394,327047,1550,9562000,200122,252842,4203052,79.5,3866073,73.1,1294098,2243362,327051,1562,9971289,188564,228461,2180027,56.4,2179703,59.3,2094741,61.6,715844,81.5,873898,1277302,28491,336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,11183505,182218,234610,8718880,142061,8002845,167886,4028297,65.6,3655465,76.7,3402620,55.4,3097364,65,6516245,4243260,424000,0,249410,3148556,5318593,2321,1156949,2008761,236185,725,1156443,1704528,235912,481,N/A,65.6,N/A,76.7,52.8,2937747,61.6,4028297,1013565,95,885070,83.3,403331,441516,40050,173,2477514,233279,1053020,3896158,74.4,3301774,63.1,1156926,1908007,236153,688,8485989,162079,213600,4027887,69.8,3402575,59,1156936,2008748,236169,722,8718469,151117,193843,1408960,41.4,1408773,42.7,1370620,44.3,574846,64.9,576803,814851,17237,69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,122630,236505,339931,107124,206600,86998,241159,45253,87.3,35449,95,43074,83.1,33958,94.1,94010,25020,3600,0,1346,14703,91075,0,5193,36731,1149,1,5192,27616,1149,1,N/A,87.3,N/A,95,81.6,33183,92,45253,3219,85.7,3103,82.7,500,2484,119,0,8499,226399,3266650,40822,95,39082,92.4,5193,32739,1149,1,98697,233381,289974,45249,94.1,43074,89.5,5193,36731,1149,1,107120,222693,254937,19872,46.1,19871,50.8,18660,55,2289,73.8,3927,15746,199,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,5358615,180052,235278,3790885,127376,3509995,154112,1758341,59.1,1607452,70.6,1526622,51.3,1403988,61.6,2973855,2159660,225100,0,92270,1521176,2174604,2835,581666,858557,85248,1151,581303,736422,85148,1115,N/A,59.1,N/A,70.6,49.2,1342734,59,1758341,444160,91.3,406036,83.4,206004,181791,17713,528,1103917,226820,1101030,1718029,68.1,1495742,59.3,581649,827713,85231,1149,3719475,147515,212523,1758178,63,1526590,54.7,581658,858545,85236,1151,3790706,135738,191881,553784,36.3,553705,37,544397,38.8,248914,61.3,258271,286930,7988,595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1899495,177726,226079,1545129,144570,1424589,169556,691641,64.7,629260,74.9,600914,56.2,549475,65.4,1014195,781000,104300,0,60438,650012,832546,2133,235527,310307,54581,499,235384,259098,54505,488,N/A,64.7,N/A,74.9,52.7,511364,60.9,691641,195513,94.7,175927,85.2,84511,81128,10056,232,492176,238415,920133,668721,72.9,583149,63.6,235504,292573,54574,498,1504361,163946,207007,691510,68.6,600885,59.6,235511,310299,54576,499,1544960,153327,188513,280662,46.7,280615,48.1,274392,49.9,121368,69,132104,143225,4987,346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,21129600,201463,258076,16257965,155014,14796419,180723,8686389,82.8,7891084,95,6262277,59.7,5661352,69.1,12245240,7963760,920600,0,513833,6040542,9702646,944,2166292,3614588,481249,148,2163123,3018304,479782,143,N/A,82.8,N/A,95,56,5274688,64.4,8686389,2166562,95,1504123,85.9,722643,726414,54999,67,4272604,243996,1206650,8408378,93.6,6056403,67.4,2166174,3408861,481221,147,15765908,175459,235152,8683571,87.9,6261072,63.4,2166249,3613444,481232,147,16253979,164542,213899,1612030,25.7,1611869,26.6,1561514,27.6,594848,39.5,709730,874281,27995,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1318400,173004,226572,1066223,139913,979713,168367,492100,64.6,448211,77,415856,54.6,379674,65.2,761980,504020,52400,0,39595,403944,622359,325,144866,234526,36454,10,144653,198711,36300,10,N/A,64.6,N/A,77,51.2,354218,60.9,492100,120579,95,102112,85.2,48127,49611,4371,3,291478,243212,1100090,474763,74.5,402126,63.1,144860,220809,36447,10,1031911,161933,206890,491848,69.5,415768,58.7,144862,234447,36449,10,1065871,150555,186225,167501,40.3,167484,41.6,165734,43.7,69316,67.9,76580,88415,2499,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3808610,196888,261162,3102435,160382,2796058,191730,1346506,69.6,1194866,81.9,1215004,62.8,1081713,74.2,2318230,1340780,149600,0,93681,1114641,1887923,6190,413034,712717,87653,1600,412822,579827,87561,1503,N/A,69.6,N/A,81.9,60.2,1030699,70.7,1346506,307033,95,285054,91.2,138558,138632,6949,915,820918,262729,1218920,1290254,79.8,1167653,72.2,412995,665446,87628,1584,2998418,185384,235476,1346214,74.6,1214943,67.4,413012,712694,87638,1599,3102068,172000,211176,591677,48.7,591560,50.7,571045,52.8,212650,74.6,231236,353608,6491,342,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,3348430,246260,303174,2543160,187037,2318007,209877,1322282,95,1210709,95,944578,69.5,862229,78.1,1991090,1179540,177800,0,111142,942381,1489550,87,340575,521774,82128,101,340311,439755,82068,95,N/A,95,N/A,95,64.8,799157,72.4,1322282,363944,95,237150,93.4,98065,122389,16653,43,667825,263064,1318990,1283356,95,918438,76.6,340468,495769,82100,101,2479112,206839,279369,1321268,95,944342,72.9,340470,521669,82102,101,2541894,196120,258349,284146,30.1,284119,30.9,271308,31.5,84343,35.6,108255,171671,4207,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,21238655,239115,305873,16712980,188163,15005604,216107,7947420,89.5,7076378,95,6636114,74.7,5894344,84.9,12681075,7605780,951800,0,568927,6288137,9853173,2743,2288529,3834299,512009,1277,2287759,3093744,511642,1199,N/A,89.5,N/A,95,71,5569148,80.2,7947420,1599260,95,1345324,91.2,625274,626797,93009,244,3697686,250600,1439390,7630211,95,6375279,83.7,2288440,3573689,511911,1239,16143362,211900,278782,7946083,95,6635940,79.3,2288497,3834222,511949,1272,16711594,199720,253823,3048945,45.9,3048349,47.8,2927520,49.7,897231,66.7,1301950,1683144,63790,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,4289445,204568,264619,3804557,181443,3411633,210466,1813531,86.5,1597749,95,1470224,70.1,1298722,80.1,2430245,1672600,186600,0,118033,1542297,2135411,8816,556499,802767,108742,2216,556031,631934,108583,2174,N/A,86.5,N/A,95,66.8,1229998,75.9,1813531,419967,95,349938,92.7,164179,163388,21281,1090,971608,257307,1135960,1733748,95,1411335,79,556452,743949,108724,2210,3673918,205542,239978,1813295,91.8,1470168,74.4,556482,802738,108733,2215,3804301,192541,217094,713574,48.5,713411,50.5,682772,52.6,238435,68.1,299532,403342,10488,212,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5734110,186163,240170,4768680,154819,4364746,182815,2292164,74.4,2077131,87,1850322,60.1,1683847,70.5,3506410,1969300,258400,0,186406,1632484,2949263,527,599522,1079081,171659,60,599410,912769,171611,57,N/A,74.4,N/A,87,55.9,1555591,65.2,2292164,498474,95,411234,82.9,189097,196013,26091,33,1156009,233079,1156140,2228600,85,1801591,68.7,599516,1030360,171655,60,4655384,177564,218709,2292071,79.2,1850308,63.9,599517,1079075,171656,60,4768578,164742,198098,695636,37.6,695597,38.6,677805,40.3,253872,61.7,286259,397398,11976,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,44506445,228783,288530,38160074,196160,34653299,224653,17384306,89.4,15623869,95,14775812,76,13254995,85.9,26980345,15653300,1872800,0,1422483,13768230,22948808,20553,4949312,8574357,1246459,5684,4946387,7058403,1245292,4913,N/A,89.4,N/A,95,71.8,12438527,80.6,17384306,3449389,95,2967700,90,1399101,1379859,186872,1868,8362401,253702,1350260,16728229,95,14225646,84.8,4948631,8025369,1246253,5393,36952722,220308,265342,17381881,94.8,14775330,80.6,4949187,8574152,1246347,5644,38157068,208206,242852,6578841,44.5,6577375,46.2,6353007,47.9,1988000,67,2810432,3654264,113673,472,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,22225655,190140,243941,17344590,148383,15936659,174915,7376996,63.1,6689176,73.4,6768001,57.9,6157124,67.6,12890615,8361440,973600,0,621055,6586256,10116668,20611,2378112,3835513,549046,5330,2377467,3225684,548780,5193,N/A,63.1,N/A,73.4,55,5821188,63.9,7376996,1890249,92.4,1783257,87.1,804687,884717,91300,2553,5005839,244626,1086130,7123117,71.2,6548573,65.5,2378088,3616139,549031,5315,16865366,168642,222241,7376561,67.1,6767958,61.5,2378104,3835486,549038,5330,17344146,157699,202083,3444769,50.9,3443997,52.6,3347151,54.4,1317257,73.9,1467476,1918563,57932,798,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
